5000 50000
21:15:51 3645 632
12:33:20 3008 462
20:00:04 8056 81
06:03:40 2319 970
06:08:05 2846 616
17:53:50 3349 251
16:05:27 7653 328
05:46:12 4013 444
05:38:15 4967 302
18:28:40 3300 288
15:05:23 6525 396
05:30:28 6926 527
19:47:27 2554 849
15:01:48 6250 447
02:48:58 4919 619
17:09:35 2879 273
12:29:19 7432 300
12:35:38 7879 83
10:08:45 7689 210
04:58:12 69 23
16:46:46 6132 513
12:59:26 6466 770
11:24:31 5044 666
18:04:26 637 953
03:24:59 9267 176
06:48:27 4183 799
23:22:32 8006 660
22:23:44 946 676
12:59:27 4044 258
15:02:58 5922 656
22:43:01 2423 277
19:29:43 2415 270
07:38:37 2645 22
03:49:05 6298 417
22:37:57 1317 540
06:56:27 2717 859
13:16:44 4952 522
17:42:56 6272 610
09:46:26 1457 121
20:36:49 5643 843
04:17:47 3433 962
23:25:44 5048 16
05:52:31 26 109
02:49:44 6846 547
13:41:18 7061 184
05:23:11 2201 212
15:11:32 1807 471
18:52:13 3042 215
01:47:11 3144 275
13:28:40 1790 899
20:10:05 4803 97
12:07:17 1053 360
00:37:15 7830 506
21:48:06 156 72
08:48:00 9543 818
01:06:13 8558 820
00:24:38 8521 995
08:59:31 7754 785
10:38:27 5515 389
21:56:21 5165 846
07:23:42 6529 397
19:03:22 5411 835
03:00:29 6584 752
04:01:38 2014 899
16:17:44 4073 387
14:39:43 7786 537
13:42:12 52 663
10:01:40 5902 904
01:51:47 5334 704
14:14:38 7939 419
23:39:50 1334 366
13:59:59 7801 684
22:57:06 6306 310
19:12:45 2346 900
16:56:36 8268 42
04:31:50 1427 318
21:35:55 7649 182
14:07:30 8859 256
07:13:10 1466 118
13:45:01 2626 961
10:57:24 4594 235
23:16:42 7804 984
21:07:42 2225 954
17:40:46 8061 102
22:21:55 3667 964
18:49:59 9842 76
20:21:24 6253 679
20:50:35 7160 837
07:14:16 1896 307
02:07:05 5575 768
18:59:12 1903 596
11:08:54 5135 986
12:36:47 28 328
01:37:34 3111 877
12:27:20 5981 826
21:59:50 2070 542
21:38:37 3640 119
12:00:34 7547 333
04:52:18 3587 521
21:29:09 9855 300
04:47:42 563 623
10:19:32 2023 290
22:36:30 3535 516
09:45:24 964 839
10:09:52 3451 878
23:59:51 3688 727
23:03:59 2934 887
15:46:25 4901 844
21:58:54 2609 32
17:25:21 6922 704
15:22:48 6413 410
02:33:46 4638 299
22:59:12 8979 413
03:08:20 9510 896
01:54:59 4982 478
20:10:36 2254 462
22:30:18 2373 224
06:51:47 3206 762
20:00:23 9432 114
21:50:54 2419 395
13:43:53 2757 958
01:06:22 7764 193
01:07:32 5546 617
13:09:40 6620 260
01:07:15 6499 510
09:44:38 2827 678
23:24:49 1469 806
14:55:52 6261 291
20:41:28 6019 21
03:07:05 2000 510
20:42:58 8352 240
00:37:36 9382 501
08:44:47 1550 823
18:11:24 7933 670
22:27:19 9363 138
03:20:04 8807 199
12:52:44 324 413
17:52:34 8685 510
02:33:53 9581 561
22:52:50 2034 781
06:42:57 1923 195
19:44:11 88 578
14:51:20 2016 50
04:36:13 2642 99
17:16:54 574 96
03:32:19 5957 999
17:10:27 2 264
09:02:33 4808 684
17:28:08 9455 512
22:20:33 5770 630
17:32:13 1623 688
01:15:02 3082 155
09:54:53 3527 990
04:38:35 3540 615
11:17:08 6915 86
17:16:16 6256 675
05:25:29 1365 977
08:43:27 2347 558
06:04:40 4414 658
22:41:12 6098 587
21:41:52 8380 629
05:26:52 2515 333
13:24:01 9890 263
02:17:07 8708 122
21:35:26 1081 347
20:05:23 5465 806
08:09:55 3699 290
00:06:24 3641 397
03:50:59 2024 189
16:46:56 5023 612
15:06:33 5717 727
18:55:18 9037 287
19:06:57 786 184
10:48:24 2961 363
23:43:50 8712 574
19:56:54 6598 498
18:08:16 156 713
16:45:09 2071 156
12:36:47 4381 64
23:40:23 4082 704
19:26:45 7501 197
14:22:51 7679 524
09:17:27 8530 974
22:56:59 3749 322
20:54:05 5008 426
10:54:05 1303 88
23:15:05 2706 599
01:05:47 4684 577
15:51:55 176 995
13:43:32 2236 501
15:32:43 8723 724
03:25:00 3116 942
23:00:45 6963 729
17:47:22 4002 766
21:58:52 8653 710
19:02:38 7351 997
05:43:59 8578 935
07:11:04 6014 869
04:32:22 835 442
15:24:10 6116 125
10:58:43 4093 861
17:54:49 1932 307
09:30:18 4338 228
00:47:40 9320 413
06:59:19 8447 855
01:59:29 8000 68
11:00:39 7543 346
09:22:06 85 368
23:11:25 5809 19
03:27:31 3237 96
16:32:57 2519 430
03:58:31 114 169
21:16:14 7712 414
11:19:23 7018 923
05:34:51 4416 121
14:42:53 7199 175
04:22:47 7111 15
11:56:55 3252 123
06:18:02 2191 414
13:47:21 518 174
21:12:30 4355 131
13:31:35 8120 829
21:45:08 5323 779
12:32:46 6371 144
03:06:50 347 139
04:22:32 224 795
21:15:03 5606 449
19:47:00 7117 501
09:18:31 1354 789
13:15:39 2499 756
16:11:15 4607 795
03:55:16 4053 692
13:12:30 1689 727
23:32:39 2969 203
18:40:40 2437 244
03:08:25 629 290
06:59:09 6985 28
19:12:05 835 399
13:33:19 3792 237
10:27:30 1006 532
13:41:03 4986 122
08:23:17 5752 738
13:15:20 780 196
01:00:03 5270 227
09:30:17 9938 113
13:11:16 8050 382
10:19:07 1588 695
00:43:35 2135 349
11:47:51 5921 770
18:33:38 6089 253
20:17:13 9574 403
02:56:06 2138 654
23:38:07 673 610
20:52:12 3161 731
14:59:06 1227 974
17:39:21 4940 752
15:48:12 8742 748
04:02:08 3141 438
17:45:16 9181 365
11:28:40 1924 942
13:04:30 6865 546
16:50:01 2736 623
08:44:08 4746 56
18:03:50 3117 768
12:31:43 8724 901
16:04:10 7173 778
16:24:35 6394 420
19:17:13 3016 13
05:36:13 9702 723
00:56:59 8402 476
16:45:46 8603 275
09:54:14 4856 735
08:35:07 2804 239
01:34:15 4782 50
20:09:56 4551 959
04:17:55 845 667
07:52:13 8759 128
00:41:22 9915 387
10:05:45 9000 280
23:08:26 4832 342
01:40:52 171 853
11:14:46 4583 190
08:01:34 9557 118
23:47:44 6259 978
20:16:55 9902 574
06:52:28 3615 342
08:13:37 6480 169
14:14:46 7110 387
04:57:30 1536 517
05:29:11 2886 203
18:31:46 2956 673
09:01:19 2670 916
05:52:25 9959 202
02:09:04 6987 261
14:58:41 6595 112
23:33:08 194 627
03:24:24 340 122
00:48:53 717 145
07:49:05 4386 156
20:38:00 154 990
03:34:47 5545 883
22:05:12 2282 501
18:57:28 2673 324
10:30:09 3995 67
17:44:17 8907 136
00:52:02 1685 567
09:06:32 6805 155
00:58:14 394 242
13:24:09 5789 681
09:14:58 6304 713
22:52:57 1842 513
05:07:14 1667 989
09:22:04 5468 131
11:59:59 1390 927
01:38:09 2918 448
16:21:38 2972 705
13:09:57 4941 649
09:22:56 1703 287
15:42:23 4349 840
22:51:04 36 892
04:49:41 2402 337
04:24:28 7839 844
02:07:36 7004 992
23:17:09 1482 340
04:11:49 6309 371
10:31:27 7886 720
13:38:50 5464 151
20:58:15 6279 438
17:31:34 8746 514
17:34:52 3771 403
02:37:45 6912 549
18:49:44 3594 729
02:15:23 47 218
00:23:35 7765 990
04:58:07 977 943
11:23:54 2284 311
14:09:53 9036 963
13:15:13 3680 67
23:08:07 2345 396
23:01:44 6959 390
01:44:06 9530 85
15:53:38 2592 40
04:23:09 1295 260
02:00:36 6824 163
05:30:47 2296 776
16:44:19 7704 431
23:21:28 217 303
03:09:03 527 628
05:32:10 179 415
13:43:56 7444 577
22:53:16 9373 523
09:45:14 6942 963
05:17:05 8545 396
04:47:13 6561 643
01:14:25 3010 852
23:35:38 1265 846
22:29:30 5132 678
20:25:52 6234 178
01:51:23 6951 209
08:06:06 1275 381
19:49:54 5497 38
07:18:10 8874 119
02:13:38 180 784
09:12:35 3306 663
01:15:17 1394 593
18:02:36 7927 56
01:20:05 5057 18
11:48:18 6524 522
06:20:48 6401 753
11:08:44 1596 349
13:57:47 8251 113
16:51:49 2461 34
18:50:24 7815 610
01:18:10 2483 708
14:05:56 1529 985
22:14:56 3534 836
21:41:09 2639 996
16:33:46 9974 677
16:59:49 5594 468
04:21:18 5904 648
13:02:57 6351 254
06:39:38 1229 991
04:36:40 8152 109
00:09:49 5072 570
02:31:06 7452 331
05:59:18 2646 79
08:36:23 5790 101
02:11:45 7549 274
15:16:48 7243 675
04:07:36 8000 50
11:54:18 6569 428
19:58:43 2114 461
11:32:54 5139 392
02:43:26 8290 470
08:56:56 700 645
20:03:47 4012 726
17:00:09 1726 307
12:10:36 6542 884
02:14:24 7574 695
02:22:29 7676 667
17:57:52 7617 121
02:11:46 1776 949
12:49:27 3269 421
10:04:20 5611 628
15:13:44 7803 127
08:29:02 8931 169
15:09:40 3498 337
18:02:38 6231 73
11:50:27 7757 228
01:13:55 376 985
21:27:17 4130 660
05:05:09 1135 290
12:05:19 7397 902
13:33:13 4251 198
01:05:57 7022 360
09:10:12 5723 974
13:30:30 8774 715
05:44:27 5812 944
22:36:24 163 584
19:12:04 9478 641
04:20:42 5186 24
04:57:29 2417 521
10:07:50 6659 279
16:46:00 7382 975
04:40:28 9477 109
01:13:47 3075 440
22:34:49 2722 625
12:13:22 3437 985
06:43:36 236 389
11:01:19 5030 524
03:44:31 7472 433
13:22:22 8888 446
16:48:21 1858 958
05:29:27 6114 191
17:38:10 8893 456
12:18:54 7168 659
09:44:39 1626 99
03:05:41 270 641
13:06:31 8925 112
20:28:32 9523 835
01:42:18 6892 226
07:49:29 9038 400
03:12:54 7694 983
03:22:50 7602 432
20:45:50 6485 17
11:50:14 8316 300
08:56:42 4334 324
13:43:15 69 931
13:02:00 431 167
11:53:52 8503 849
23:38:20 5491 184
18:27:15 9106 410
06:39:41 6445 858
01:51:59 9468 449
04:40:24 2847 422
10:33:10 7167 246
03:45:51 2070 526
03:40:36 6423 873
20:58:16 9059 172
10:13:05 1529 36
13:00:40 9721 166
00:39:45 8908 952
02:36:24 415 770
23:08:29 5868 201
07:41:57 3634 314
06:34:53 4019 753
12:49:16 848 291
02:59:09 380 663
18:55:06 1818 480
19:07:06 2324 299
08:57:11 1521 89
15:54:23 3408 410
03:31:50 360 433
02:31:40 1251 225
21:26:24 5138 658
14:51:10 2946 315
00:57:11 9295 656
19:54:02 1921 361
11:30:39 9831 569
00:10:33 4170 958
03:12:38 485 558
00:33:32 2497 231
11:07:57 3555 40
10:08:14 1368 755
22:08:17 4484 503
06:05:22 9036 677
09:29:47 8124 456
16:25:59 3164 266
05:12:43 4606 994
12:06:37 9627 329
05:50:13 7993 453
14:27:38 4452 845
10:39:06 9950 402
13:12:36 5783 392
20:52:04 7364 181
01:32:16 9616 429
09:38:52 8692 370
12:01:07 2948 838
10:27:50 3047 376
07:04:13 6090 390
04:49:20 2004 19
10:44:00 5389 228
14:36:50 5269 930
07:35:04 6318 300
19:13:33 3563 115
17:17:45 9960 978
21:04:36 6910 708
13:20:52 5245 212
06:03:51 8093 520
01:17:26 1954 137
14:10:38 5356 615
12:15:36 349 301
00:41:50 9434 14
14:18:08 6600 47
17:58:33 641 355
20:01:04 7699 107
13:46:19 4501 334
11:25:05 9117 803
10:31:39 772 412
09:44:29 8083 879
20:58:07 6127 970
19:06:01 3671 58
00:08:06 5290 892
22:46:27 3709 184
02:12:46 6044 845
17:00:59 861 275
01:07:03 4986 86
08:21:44 6219 286
22:10:59 2258 607
14:07:08 5232 892
04:48:37 6772 662
14:42:07 8549 550
07:36:30 8030 297
10:49:46 7909 241
02:16:49 4854 738
02:22:35 3972 685
20:47:54 3374 721
02:04:31 988 227
00:42:13 7671 848
12:12:31 1713 358
06:52:37 8645 536
10:48:19 7439 681
04:54:32 1732 946
04:14:58 5958 404
14:55:39 8413 217
12:12:04 4553 443
05:43:19 9458 673
03:09:29 1756 772
03:15:01 7551 201
08:01:30 8699 473
11:16:07 9017 96
11:27:13 2468 416
16:27:32 5468 64
14:17:23 1603 60
20:24:46 6924 208
09:12:25 2895 618
08:33:38 8088 541
13:06:43 818 671
07:07:14 1888 64
01:36:17 3912 77
17:06:17 3711 913
19:44:45 6629 411
12:06:14 4396 517
06:10:50 3336 365
20:18:45 9770 304
23:00:06 3033 525
22:39:30 5003 883
22:15:10 5163 707
02:10:11 5443 931
14:09:00 7776 448
10:01:11 4323 912
02:10:43 160 618
11:30:37 17 510
07:30:07 741 848
00:36:43 4763 865
07:33:32 2742 783
04:49:06 1639 321
23:21:28 8040 762
11:34:16 7971 269
11:29:00 5778 318
22:21:57 8485 803
21:54:55 9761 505
03:17:43 8509 755
20:01:09 6723 886
07:42:09 5853 519
00:15:36 7057 378
06:47:05 3176 952
12:40:06 4488 908
20:43:34 7361 991
16:11:16 5716 919
10:25:37 6837 977
08:19:12 674 603
16:44:21 2015 453
14:36:50 5686 305
03:00:31 2411 487
21:09:33 4748 648
17:42:10 4975 508
09:04:51 4829 25
14:02:13 4637 855
18:07:03 8002 323
00:27:22 11 61
08:08:22 4642 814
16:42:49 9188 168
02:45:17 2338 760
06:27:37 1323 307
07:02:30 5811 264
21:40:24 6924 418
03:57:16 4949 621
09:11:36 7141 705
10:51:37 2281 709
06:16:08 6821 577
06:19:19 1403 314
18:59:40 7556 568
05:24:50 7159 108
04:33:28 5133 525
21:45:22 7674 372
13:29:26 6722 482
00:58:35 433 990
13:05:48 2304 639
09:50:15 9509 534
11:08:39 8901 931
18:56:18 878 783
12:08:25 98 483
16:29:53 891 96
01:17:53 1754 351
19:06:52 4761 589
15:44:21 998 134
23:37:43 8370 767
22:03:44 3360 538
04:35:47 8116 149
07:57:43 2536 318
20:19:46 106 834
15:39:44 3289 127
02:00:09 9893 911
03:33:06 4051 219
03:30:01 8288 464
12:03:59 1996 317
12:30:11 3850 871
17:16:52 7195 889
21:39:07 7084 159
20:01:11 2322 848
23:42:15 2798 533
23:44:34 3283 497
15:18:18 1639 992
18:31:23 4509 410
12:44:51 1759 485
13:52:27 2428 38
09:29:07 9245 408
00:37:19 559 670
20:57:42 7283 53
11:08:29 7510 293
00:10:22 8203 886
16:13:22 8603 409
16:04:11 2481 370
20:46:36 5559 480
22:54:50 2295 295
21:19:59 6455 79
20:30:24 7730 630
21:11:36 8307 804
21:33:16 2121 724
10:37:37 5704 608
19:53:25 1108 56
00:54:46 2608 247
03:42:06 8183 966
21:30:20 3794 800
23:50:15 1728 931
05:46:57 6293 783
13:59:04 1015 636
08:07:02 1195 462
11:38:40 483 955
05:20:06 7365 396
04:40:36 9118 214
06:16:31 7169 705
09:14:12 2656 454
16:51:50 3151 98
18:01:40 1577 218
01:51:08 86 378
13:36:34 1180 358
05:43:46 8654 518
06:53:13 9345 857
15:32:22 5841 643
17:54:08 1101 459
13:40:24 1162 592
02:08:50 8475 315
03:07:31 3778 62
19:34:21 370 239
09:59:53 4119 409
22:22:04 2587 304
02:34:36 3956 883
16:59:39 8193 329
12:39:03 8945 724
03:37:30 4310 678
00:02:21 6905 277
06:21:56 974 152
06:35:52 5401 956
21:58:56 1022 251
15:04:51 9239 936
19:44:53 580 364
02:26:38 1321 918
17:30:08 4433 750
01:06:02 8137 529
07:41:22 7070 499
09:50:54 3732 31
01:01:49 3215 557
19:55:24 297 575
15:03:24 6181 722
04:27:44 6994 572
04:07:28 1934 928
19:57:23 5764 208
10:27:58 950 253
07:05:37 165 242
13:47:48 8786 591
01:51:00 4095 842
01:04:03 2077 459
05:18:02 5147 368
19:41:56 4002 309
04:38:25 7844 683
03:42:04 1252 266
17:13:31 5849 929
07:28:45 4960 974
11:49:35 4796 899
20:15:33 4384 336
22:34:32 1711 65
11:57:26 7967 296
02:13:58 2247 871
16:14:19 9060 225
03:23:46 2326 46
07:44:28 7435 985
03:01:31 554 286
08:37:24 4922 857
02:03:17 9991 403
15:01:55 6269 403
14:02:14 3371 398
05:42:27 8725 63
21:19:02 8873 791
11:59:01 9974 782
10:59:53 4302 839
18:13:48 449 359
23:53:39 7112 896
13:50:46 936 836
03:35:24 4710 889
17:29:27 9382 746
18:49:33 4262 176
12:29:47 3904 145
00:17:51 4496 97
07:49:34 4847 355
18:25:02 4494 380
08:42:16 9962 22
03:19:36 5260 866
08:54:11 7272 483
00:28:00 7643 47
11:30:40 9120 233
13:03:37 1304 293
19:35:20 1050 461
05:16:49 4525 275
15:08:14 2859 160
19:41:03 3813 127
20:02:11 8303 891
14:37:20 688 576
22:14:03 4245 273
00:43:54 5790 563
22:02:38 3846 368
03:04:32 7272 125
16:04:15 3344 343
18:23:53 6816 83
20:27:56 4639 156
00:20:38 5903 353
13:57:41 6140 491
09:39:01 2627 387
01:18:59 2459 943
18:01:06 9979 226
10:32:45 8327 812
18:45:22 3521 397
18:02:42 2459 400
20:05:04 3680 588
16:36:40 8983 761
13:34:46 1987 877
16:51:03 9947 493
21:33:33 7226 334
08:12:53 9425 310
07:21:15 5931 246
14:20:47 1891 719
07:28:46 6717 380
02:22:35 8285 88
11:41:30 9916 245
14:50:26 3765 593
04:59:34 4014 805
13:43:37 2264 630
08:50:18 5597 331
03:05:26 6899 527
04:36:31 3246 931
05:56:29 255 180
03:26:16 9087 738
15:47:06 2071 900
01:53:27 393 716
05:04:08 8437 897
16:58:24 6920 372
04:25:44 9125 257
22:18:07 5519 928
10:37:38 1766 749
01:04:47 5816 982
14:58:26 7369 768
13:18:48 7817 726
04:46:11 9660 948
16:05:09 128 617
18:23:43 7431 398
10:28:11 8335 749
18:17:49 1588 247
09:31:21 792 587
16:57:33 9500 530
13:18:20 6293 336
05:09:02 3452 450
16:17:36 5151 111
11:18:10 1943 304
08:31:28 3665 916
05:18:58 4251 630
03:59:14 4566 154
03:13:35 8335 782
05:01:38 652 992
17:34:51 3198 16
15:53:52 423 388
06:18:36 6988 759
14:33:08 7436 312
03:45:45 1966 465
13:31:16 1424 895
04:17:46 1909 372
02:47:50 3645 754
02:20:10 8308 353
08:29:40 8403 698
02:45:44 5158 923
01:27:06 8541 335
06:53:35 584 981
20:40:00 4030 150
18:24:55 3608 699
06:16:30 2482 506
05:46:31 4631 144
06:40:56 1454 983
16:54:46 3510 13
13:04:31 9138 635
06:45:11 636 438
22:16:39 6231 656
18:15:40 5714 505
16:42:11 4917 870
07:56:18 7948 511
20:25:38 5852 566
15:18:06 3587 125
09:26:28 5332 263
21:27:07 2887 485
10:42:07 5695 723
12:45:08 7926 870
15:38:26 3848 39
09:17:32 3525 921
13:03:35 5296 277
21:20:26 6413 838
14:27:25 4272 944
01:17:31 3588 357
20:52:02 5055 468
13:14:36 2729 558
06:49:40 1808 980
19:39:21 2118 629
17:01:46 346 831
12:05:49 5461 944
11:49:49 9059 74
20:03:33 3449 380
17:12:10 8777 415
22:14:18 2645 942
11:21:26 3533 576
23:15:00 592 875
00:48:33 1680 523
12:50:31 693 170
09:19:01 3769 656
22:15:02 4464 777
03:52:50 6191 681
12:08:52 4424 892
02:04:04 8266 749
22:48:46 6806 30
00:47:53 8876 629
04:06:47 9637 821
12:12:53 9924 889
09:50:20 6966 534
23:01:19 4491 479
06:06:16 9441 492
12:18:27 1525 237
13:35:17 7920 301
22:34:32 4008 401
00:31:46 6450 984
11:48:34 1775 473
07:36:01 6511 799
07:28:23 7812 586
03:41:19 5447 157
20:05:06 9190 183
06:55:31 9723 265
02:09:25 7759 545
23:53:36 3809 70
15:16:26 5103 768
10:53:09 599 339
22:36:38 6661 902
00:17:44 3428 783
17:50:31 8939 521
10:41:15 5273 482
22:30:32 9090 889
23:46:05 1722 445
22:04:24 2086 785
00:10:33 1991 180
06:28:55 1863 49
13:31:10 8595 508
04:47:55 8964 438
12:00:18 1927 455
09:46:59 4442 545
10:39:56 6089 587
20:10:09 4755 545
21:13:51 6083 541
19:16:30 7584 225
10:59:47 2218 178
16:45:53 7764 20
10:26:11 2464 491
02:00:19 3075 214
22:06:34 7514 348
03:03:39 7680 618
05:04:22 9162 914
07:22:40 232 960
06:17:18 6983 608
23:19:23 6608 966
08:35:34 3320 89
18:09:06 3547 296
05:16:36 1677 139
16:37:41 6275 348
18:49:54 9703 629
08:51:47 7757 224
05:00:50 3799 231
02:59:51 2401 156
05:30:55 5 341
02:57:03 2245 533
14:27:42 7729 344
09:32:48 1922 256
17:25:24 6317 733
15:22:19 8553 334
16:05:56 9919 872
06:10:40 4551 738
04:53:27 9184 462
15:44:50 4105 711
03:35:57 7134 677
11:11:01 5992 885
14:49:42 5669 755
13:13:39 9172 907
06:24:23 2933 965
23:00:12 7244 379
16:12:00 9605 327
10:06:58 6044 947
08:32:58 213 631
08:02:41 4505 667
15:25:02 4146 290
20:03:36 499 893
22:59:30 9955 657
14:31:11 7757 777
20:48:34 1703 49
11:01:39 2510 732
23:11:55 2157 94
13:53:54 1957 67
14:40:45 1022 331
03:54:34 4547 883
06:41:39 274 350
21:54:57 5186 929
22:10:57 9615 749
11:33:00 6606 436
21:42:03 1065 207
16:09:46 4369 95
05:28:02 4515 633
06:44:32 6706 187
20:47:53 53 328
08:35:22 1929 359
14:36:53 1411 589
14:05:07 1484 196
23:05:11 5202 615
20:01:49 2775 817
00:13:40 6137 481
02:56:46 4043 325
21:41:57 3131 775
23:08:19 874 398
22:18:11 4571 153
18:20:26 3703 865
06:17:56 3265 191
09:16:44 7203 280
02:31:22 9482 382
11:49:41 8570 470
20:43:53 2794 47
18:24:09 8814 592
06:44:27 5684 671
21:50:18 3399 360
22:32:35 4407 102
16:49:13 4231 233
14:16:02 1890 539
21:40:11 7786 153
14:37:20 6100 587
12:42:37 555 340
22:06:40 5880 900
00:10:26 7791 352
10:41:57 1642 201
11:19:10 7649 569
05:48:01 7193 838
19:29:37 9437 721
13:46:25 7760 864
07:16:46 6115 625
10:30:43 6573 317
01:59:56 3839 791
16:06:26 6978 802
08:36:25 9717 39
05:32:10 4925 917
19:44:33 3252 984
18:48:08 2129 689
10:50:03 1482 326
04:51:22 7516 415
05:29:00 2417 215
05:19:19 1317 199
07:54:13 7153 102
23:15:09 9099 875
11:00:30 2611 362
03:30:35 6457 725
06:58:30 6166 861
14:45:15 1570 406
04:20:48 2188 419
10:57:18 6957 621
12:34:04 5684 510
21:47:37 441 237
19:11:49 3853 387
11:21:32 27 635
19:48:25 1266 671
07:08:31 3080 55
06:19:27 1522 357
12:41:11 6975 164
09:19:24 7876 45
08:26:11 2680 417
21:33:53 1744 486
02:22:43 1662 681
12:51:51 201 174
10:08:36 8307 403
21:29:00 7965 679
21:25:27 894 320
13:16:47 1900 628
14:32:23 7759 739
10:54:34 5978 124
05:27:34 6283 901
21:05:09 114 355
22:37:16 3238 537
19:46:55 7455 455
01:29:18 653 134
15:29:23 821 920
19:43:23 4135 445
10:43:18 386 565
08:11:18 5848 437
00:28:20 4878 661
01:38:07 5854 759
01:34:47 6492 264
05:05:34 1550 139
23:09:40 8085 451
08:22:29 4000 950
23:52:33 9324 479
01:04:20 6108 49
04:38:46 1657 401
16:46:05 5535 959
20:47:19 6923 420
00:11:47 4209 748
20:47:56 1299 866
13:07:50 3140 594
08:19:39 8423 562
07:44:51 801 393
18:30:13 7159 291
23:44:49 3043 293
16:42:02 9907 418
05:43:18 4468 15
13:13:01 6789 682
04:17:17 7577 623
20:20:06 3627 240
00:45:20 3622 75
19:18:46 9984 856
14:37:26 9753 346
17:24:30 9137 22
10:21:20 5675 852
14:09:29 8176 225
17:44:10 6391 271
12:02:42 9361 1000
02:40:31 9197 363
02:13:47 8677 388
09:18:48 5167 472
21:29:01 2555 649
18:10:39 5762 588
13:26:48 384 779
09:35:47 8041 250
12:58:34 2158 397
19:54:07 1589 415
06:13:07 9352 306
05:55:10 6572 573
13:22:48 3568 438
19:17:20 5951 655
03:42:56 5207 524
17:34:25 3689 889
12:31:48 7601 303
14:10:59 2911 419
09:00:34 5474 791
14:41:11 1611 402
18:41:26 6853 430
06:40:01 3674 151
19:39:32 1320 623
18:46:26 375 342
19:15:10 9328 650
15:43:05 6067 33
23:38:56 6379 575
16:55:12 2645 478
11:46:55 3921 189
15:59:45 3274 340
04:18:04 507 221
18:29:29 4015 710
19:28:15 2898 482
16:41:07 9897 867
10:55:58 2610 260
14:46:04 113 776
01:43:43 6658 897
16:30:55 6314 82
13:16:56 8804 133
22:49:38 8752 741
00:28:30 980 309
12:53:52 654 382
12:45:59 8382 654
20:28:27 2033 116
04:54:16 9500 781
03:46:10 6005 432
21:21:09 3983 824
15:13:16 1592 347
20:44:04 7508 930
22:31:48 4010 785
08:21:18 7286 348
14:44:16 9310 291
19:02:48 2295 161
16:18:01 3622 911
11:36:23 4772 324
22:10:36 4993 496
22:28:43 4832 168
23:51:44 2107 160
19:18:54 6296 273
20:14:01 3468 607
09:09:37 198 275
11:46:32 8468 425
15:39:57 2792 362
20:09:37 8210 331
16:23:24 7951 673
05:55:33 7898 189
15:57:24 234 694
02:21:14 5068 221
07:09:17 9972 806
23:50:07 3227 375
15:29:36 200 870
23:54:52 8588 929
07:47:12 5957 690
01:25:40 1620 984
10:32:04 4448 576
17:54:47 8811 903
02:51:03 7318 590
16:15:15 4196 826
23:11:44 4016 243
22:45:29 2908 51
19:17:35 4547 103
23:12:46 1044 937
04:33:19 998 222
07:15:37 9524 498
14:06:34 837 336
20:04:12 7837 129
14:05:30 3235 112
17:37:13 9803 508
09:36:00 9531 450
03:46:56 7253 806
20:12:37 7476 10
08:48:26 9853 287
15:40:11 5385 529
15:32:18 4910 280
17:15:21 4511 704
17:32:19 7210 124
05:31:00 5230 924
16:30:31 2673 193
02:48:27 4992 106
14:21:40 8825 852
05:12:49 1782 791
07:13:19 8222 322
10:49:33 7732 115
21:19:59 9987 225
18:43:09 5305 170
06:49:25 2815 882
05:39:42 2575 343
16:30:41 9753 817
13:49:46 4414 244
08:30:59 4975 389
04:19:21 5799 859
23:20:28 5047 445
18:25:48 6835 15
12:03:26 5794 671
04:29:49 4493 29
22:12:13 4194 311
11:01:20 7005 819
12:20:35 9175 766
06:51:13 8241 460
08:06:04 3984 174
10:46:30 9715 491
01:49:42 6391 714
22:31:15 4590 631
18:24:03 1662 67
20:21:17 8813 388
14:59:18 1820 493
04:56:47 1213 342
23:26:52 2487 904
04:37:19 9406 214
17:05:28 4018 345
18:34:48 4272 580
16:52:18 359 153
02:55:50 5144 990
11:57:49 7305 775
06:11:20 7674 243
14:23:21 3261 703
22:16:16 9890 775
00:08:07 6731 447
12:51:31 787 861
16:03:58 8393 392
00:36:27 526 992
16:55:51 5359 819
17:31:18 9418 351
20:04:47 1238 588
02:35:49 1841 554
05:51:32 1438 597
14:39:41 3128 779
02:49:43 7061 847
08:29:28 2494 676
10:04:11 9425 357
14:33:49 7085 920
00:25:36 4814 16
19:53:24 310 18
07:20:27 2466 275
07:37:43 5352 555
14:41:42 3283 798
18:59:22 9452 166
06:49:09 3378 325
05:06:01 8740 626
01:49:08 8849 366
02:20:55 5167 960
07:42:13 3305 320
05:27:17 3818 968
06:49:22 448 150
14:07:53 6146 36
14:55:47 3418 399
01:28:28 6541 213
06:49:24 9671 844
03:05:11 8302 945
18:46:33 1994 176
06:07:31 9910 376
23:20:26 3130 225
02:51:32 5896 499
08:32:07 7487 26
00:24:51 6882 419
03:22:23 5079 866
02:27:54 4927 244
22:05:41 6385 906
15:01:17 5297 56
04:54:15 2906 588
00:08:33 2552 153
22:30:48 639 72
19:51:13 4802 390
19:26:52 2581 439
05:11:59 8497 998
04:47:51 2976 383
03:50:10 492 519
06:19:25 6115 940
08:39:20 467 812
00:21:01 7709 45
23:55:09 6680 57
17:24:48 9806 749
16:10:10 1641 25
11:57:14 1510 439
02:07:30 7610 435
17:28:08 9884 838
20:00:19 7803 490
08:08:20 8848 384
19:42:45 1580 499
15:47:53 9360 210
04:14:32 2127 834
04:14:42 1347 771
03:45:25 4626 918
